abs_error,feature,gt_mos,image_name,pred_mos,raw_error
10.712927616664345,[0.03147369 0.02279788 0.00508296 ... 0.02483367 0.01477527 0.01886524],68.21714285714286,113.bmp,57.504215240478516,-10.712927616664345
3.732999585338476,[0.02390264 0.01056847 0.00564584 ... 0.02172659 0.01329383 0.0193131 ],24.871134020618555,114.bmp,28.60413360595703,3.732999585338476
23.27954842949991,[0.01080552 0.05920086 0.03340603 ... 0.02170146 0.01734567 0.02168917],31.293785310734464,115.bmp,54.573333740234375,23.27954842949991
18.565018577137213,[0.02576661 0.02026149 0.00748623 ... 0.04190671 0.01380397 0.02171586],26.097701149425287,116.bmp,44.6627197265625,18.565018577137213
18.380380373949194,[0.02604338 0.01211269 0.00654305 ... 0.01792512 0.01496125 0.02195894],70.4327485380117,117.bmp,52.0523681640625,-18.380380373949194
13.902397673807027,[0.02493376 0.02201537 0.01614699 ... 0.03214633 0.0106814  0.02191738],26.530864197530864,118.bmp,40.43326187133789,13.902397673807027
5.6867338971393835,[0.0284642  0.03553566 0.00975891 ... 0.03088233 0.01281715 0.02366002],51.31707317073171,119.bmp,57.003807067871094,5.6867338971393835
1.1277154210102154,[0.00915542 0.0254514  0.02316488 ... 0.01807917 0.02364285 0.01817935],60.9472891566265,11.bmp,62.07500457763672,1.1277154210102154
16.60090805763422,[0.00779023 0.0126249  0.01047011 ... 0.0181977  0.01271119 0.02030837],18.78488372093023,120.bmp,35.38579177856445,16.60090805763422
22.158618927001953,[0.0260539  0.01960178 0.0052023  ... 0.04057281 0.0161634  0.02418532],19.75,121.bmp,41.90861892700195,22.158618927001953
17.30086164836642,[0.01043171 0.02167022 0.01983378 ... 0.02218045 0.03456183 0.01351018],79.36708860759494,122.bmp,62.066226959228516,-17.30086164836642
9.340111207426261,[0.02164322 0.03414747 0.02560686 ... 0.0160031  0.01672419 0.01776828],67.29775280898876,123.bmp,57.9576416015625,-9.340111207426261
1.8546943870750567,[0.01759529 0.01841086 0.03150747 ... 0.01780823 0.01499842 0.01644249],70.99459459459459,124.bmp,69.13990020751953,-1.8546943870750567
16.795691079933547,[0.02284024 0.02464622 0.03042825 ... 0.02180379 0.01138833 0.02048903],81.90502793296089,125.bmp,65.10933685302734,-16.795691079933547
0.7253398451694224,[0.0207966  0.02971295 0.01256305 ... 0.02763617 0.02387596 0.02198616],52.843023255813954,126.bmp,52.11768341064453,-0.7253398451694224
0.37282780875936794,[0.02807474 0.01696466 0.00915554 ... 0.03190279 0.02093885 0.01252931],41.42690058479532,127.bmp,41.79972839355469,0.37282780875936794
5.728442032144677,[0.02236915 0.0329125  0.03924568 ... 0.02010864 0.01485863 0.02365975],48.81366459627329,128.bmp,54.54210662841797,5.728442032144677
2.5641262970823107,[0.0187459  0.05481615 0.01310909 ... 0.01801075 0.03378559 0.02038134],72.88268156424581,129.bmp,75.44680786132812,2.5641262970823107
25.68676263718378,[0.0154327  0.03296299 0.01381932 ... 0.02146271 0.01041591 0.02267704],15.895238095238096,12.bmp,41.582000732421875,25.68676263718378
22.652526523755938,[0.01874661 0.02326117 0.00870738 ... 0.01765043 0.01347274 0.02186449],86.6086956521739,130.bmp,63.95616912841797,-22.652526523755938
4.3948301992108725,[0.01768744 0.00967963 0.00772619 ... 0.01633126 0.01175122 0.0202321 ],48.52903225806452,131.bmp,52.92386245727539,4.3948301992108725
11.99268835196223,[0.01849698 0.00854972 0.03741404 ... 0.0267238  0.00940887 0.02069229],73.02590673575129,132.bmp,61.03321838378906,-11.99268835196223
14.813488137381416,[0.02605469 0.02164911 0.00681446 ... 0.05390172 0.01356745 0.02173146],27.005714285714287,133.bmp,41.8192024230957,14.813488137381416
13.787214086296856,[0.02219657 0.01427332 0.00803741 ... 0.01829123 0.02112908 0.02313841],32.30898876404494,134.bmp,46.0962028503418,13.787214086296856
7.9515195856440215,[0.01618719 0.01630447 0.00871618 ... 0.02353801 0.01576979 0.02186639],65.94300518134715,135.bmp,57.991485595703125,-7.9515195856440215
1.3625226472553464,[0.01951127 0.02826223 0.01811499 ... 0.01679694 0.01113816 0.02106492],67.16315789473684,136.bmp,68.52568054199219,1.3625226472553464
3.4213288959703974,[0.01720805 0.03421424 0.00801378 ... 0.02337019 0.02109314 0.0256431 ],59.8421052631579,137.bmp,56.4207763671875,-3.4213288959703974
0.615566751231313,[0.02240844 0.02807069 0.00911774 ... 0.02065166 0.0073735  0.01574881],67.58695652173913,138.bmp,66.97138977050781,-0.615566751231313
0.6264702933175244,[0.02846731 0.03381174 0.01569352 ... 0.01771501 0.01948381 0.02653134],61.92857142857143,139.bmp,61.302101135253906,-0.6264702933175244
19.261650962391116,[0.02490127 0.01122545 0.02482752 ... 0.02128638 0.02501715 0.01630429],77.40229885057471,13.bmp,58.140647888183594,-19.261650962391116
20.554791768391922,[0.02405049 0.02602474 0.02546396 ... 0.01783756 0.0247795  0.01937183],77.45833333333333,140.bmp,56.903541564941406,-20.554791768391922
17.6933969671076,[0.0223557  0.012042   0.00779024 ... 0.03157564 0.01530687 0.01918109],20.581818181818182,141.bmp,38.27521514892578,17.6933969671076
13.757516610281808,[0.00979223 0.00852691 0.01268773 ... 0.02789922 0.01197155 0.02150936],26.405714285714286,142.bmp,40.163230895996094,13.757516610281808
0.15985288325044422,[0.01966694 0.02600178 0.01455303 ... 0.01718882 0.03023634 0.02021796],61.149484536082475,143.bmp,60.98963165283203,-0.15985288325044422
25.15348915431811,[0.02438147 0.03522809 0.01277564 ... 0.03000612 0.01445402 0.01540354],76.92391304347827,144.bmp,51.770423889160156,-25.15348915431811
7.672924705173656,[0.01301846 0.01340087 0.01597951 ... 0.00967849 0.01201417 0.02100156],55.59239130434783,145.bmp,63.265316009521484,7.672924705173656
29.243680563032257,[0.01005279 0.03070842 0.0164937  ... 0.0265372  0.01167486 0.02619906],34.2111801242236,146.bmp,63.45486068725586,29.243680563032257
4.91437197017099,[0.01722681 0.03572391 0.0169367  ... 0.0210298  0.02070723 0.02204223],71.32335329341318,147.bmp,66.40898132324219,-4.91437197017099
7.397930033722815,[0.02708317 0.01910126 0.00935947 ... 0.02708374 0.022087   0.02094092],41.97076023391813,148.bmp,34.57283020019531,-7.397930033722815
21.561046356850483,[0.01866188 0.0192815  0.01131597 ... 0.02672461 0.01703884 0.02039453],72.45744680851064,149.bmp,50.896400451660156,-21.561046356850483
11.54774313534007,[0.01931813 0.01621383 0.02464272 ... 0.0211     0.02064903 0.01256811],66.39411764705882,14.bmp,54.84637451171875,-11.54774313534007
5.831113341507631,[0.03198278 0.03500456 0.00763097 ... 0.01811667 0.01070297 0.01610045],65.79617834394904,150.bmp,59.965065002441406,-5.831113341507631
1.888637740890701,[0.01277728 0.01696252 0.01405115 ... 0.01267839 0.01293242 0.01970785],55.77922077922078,151.bmp,53.89058303833008,-1.888637740890701
11.104144846899274,[0.02636576 0.02408104 0.01985564 ... 0.02082237 0.01455983 0.01802446],79.43786982248521,152.bmp,68.33372497558594,-11.104144846899274
14.50805818231612,[0.02377451 0.02645948 0.00604294 ... 0.01782244 0.01227936 0.01741147],73.0880829015544,153.bmp,58.58002471923828,-14.50805818231612
35.86983437674386,[0.02040136 0.01389148 0.01081701 ... 0.03732289 0.00933385 0.0217471 ],11.977142857142857,154.bmp,47.84697723388672,35.86983437674386
19.704444794965212,[0.01536634 0.01267763 0.02113507 ... 0.01118511 0.01770116 0.01954307],73.63905325443787,155.bmp,53.934608459472656,-19.704444794965212
13.293579786251751,[0.02120609 0.02408763 0.02280754 ... 0.03928464 0.01291419 0.02072252],28.512820512820515,156.bmp,41.806400299072266,13.293579786251751
28.69936282818134,[0.01024632 0.06027927 0.04098992 ... 0.01625249 0.01925507 0.01945857],17.51923076923077,157.bmp,46.21859359741211,28.69936282818134
19.417212168375656,[0.01697605 0.01663401 0.01558071 ... 0.01190921 0.01670537 0.01706023],79.41666666666667,158.bmp,59.999454498291016,-19.417212168375656
11.080172254549751,[0.02644817 0.01201983 0.02930805 ... 0.01830694 0.01337272 0.014236  ],73.83443708609272,159.bmp,62.75426483154297,-11.080172254549751
1.7857587745152586,[0.03128178 0.03975471 0.01167572 ... 0.02965699 0.00961875 0.02733262],56.398963730569946,15.bmp,54.61320495605469,-1.7857587745152586
6.8615669699276225,[0.02551861 0.02970221 0.01614892 ... 0.04468236 0.01100602 0.0214429 ],41.34705882352941,160.bmp,48.20862579345703,6.8615669699276225
32.4295256409464,[0.01834314 0.00838664 0.01524122 ... 0.0303398  0.01006486 0.02199016],8.246835443037975,161.bmp,40.676361083984375,32.4295256409464
4.892382812500003,[0.02046579 0.03047264 0.01745681 ... 0.03239033 0.01273392 0.02048583],70.6375,162.bmp,65.7451171875,-4.892382812500003
11.555774664423268,[0.01173332 0.02525389 0.00594957 ... 0.02138463 0.02112791 0.01686057],46.36942675159236,163.bmp,57.925201416015625,11.555774664423268
24.645462036132812,[0.02367722 0.02473986 0.00926411 ... 0.02392356 0.0178884  0.01874419],80.5,164.bmp,55.85453796386719,-24.645462036132812
13.633018410270978,[0.01792938 0.01959356 0.037462   ... 0.02089266 0.01206394 0.01664175],71.86338797814207,165.bmp,58.230369567871094,-13.633018410270978
3.948704584730855,[0.01768213 0.01451349 0.00611329 ... 0.05455775 0.00814522 0.02108721],49.795811518324605,166.bmp,45.84710693359375,-3.948704584730855
6.059209357367621,[0.0235668  0.03117858 0.0166716  ... 0.0209764  0.01317752 0.02219993],75.17777777777778,167.bmp,69.11856842041016,-6.059209357367621
10.181148248877236,[0.00837983 0.01550352 0.02006646 ... 0.01308157 0.01138487 0.01884613],65.4180790960452,168.bmp,55.23693084716797,-10.181148248877236
7.964367219771461,[0.02158572 0.01414577 0.03300631 ... 0.03363402 0.0092543  0.0216976 ],30.10919540229885,169.bmp,38.07356262207031,7.964367219771461
12.785927393103165,[0.0218358  0.03779642 0.03575282 ... 0.02562123 0.01396835 0.02230244],77.60215053763442,16.bmp,64.81622314453125,-12.785927393103165
2.133520156301131,[0.01783856 0.04102107 0.0427187  ... 0.01786531 0.02103306 0.01525124],60.287958115183244,170.bmp,62.421478271484375,2.133520156301131
26.572655070911754,[0.01820429 0.01244035 0.0169953  ... 0.04370997 0.01158507 0.02023374],25.136363636363637,171.bmp,51.70901870727539,26.572655070911754
8.857275996375925,[0.01969726 0.01907537 0.0052218  ... 0.02812415 0.01026339 0.01769724],63.04522613065327,172.bmp,54.187950134277344,-8.857275996375925
8.705266414076519,[0.0227277  0.01977182 0.01789359 ... 0.02069076 0.01432557 0.02101432],74.54066985645933,173.bmp,65.83540344238281,-8.705266414076519
10.467735443115231,[0.01997224 0.02470636 0.00879953 ... 0.01680055 0.01405679 0.02297688],72.91,174.bmp,62.442264556884766,-10.467735443115231
12.341250821479463,[0.03530275 0.03294199 0.01835803 ... 0.0297875  0.00922266 0.021307  ],74.36477987421384,175.bmp,62.023529052734375,-12.341250821479463
3.9342241975449994,[0.02374352 0.02561007 0.01959077 ... 0.01776328 0.0180799  0.02308156],61.345360824742265,176.bmp,57.411136627197266,-3.9342241975449994
3.931839399440314,[0.01518952 0.03034939 0.01553337 ... 0.02466243 0.02038468 0.01703967],58.43010752688172,177.bmp,54.498268127441406,-3.931839399440314
2.6508447556268635,[0.03000714 0.02211259 0.01011745 ... 0.01338988 0.024429   0.02541889],53.70238095238095,178.bmp,56.35322570800781,2.6508447556268635
14.706170093582344,[0.01654137 0.03222371 0.02136516 ... 0.02612754 0.01854047 0.01856137],66.10843373493977,179.bmp,51.40226364135742,-14.706170093582344
3.8262959976642463,[0.01992803 0.0411103  0.0126656  ... 0.02401011 0.01226434 0.02133993],61.461988304093566,17.bmp,65.28828430175781,3.8262959976642463
7.701055984923293,[0.01002609 0.0327609  0.00682503 ... 0.01382791 0.01341365 0.02296072],39.41340782122905,180.bmp,47.114463806152344,7.701055984923293
26.489440135466747,[0.02278102 0.02305266 0.01543338 ... 0.01990414 0.02103184 0.02286863],29.128205128205128,181.bmp,55.617645263671875,26.489440135466747
3.4175416965677314,[0.01423416 0.01453418 0.02928947 ... 0.01459951 0.01072868 0.01938531],52.63131313131313,182.bmp,56.04885482788086,3.4175416965677314
31.31023978031043,[0.0172119  0.02686226 0.0088951  ... 0.02009397 0.01033215 0.01908224],23.01212121212121,183.bmp,54.32236099243164,31.31023978031043
4.462882995605469,[0.01797141 0.0258275  0.04890923 ... 0.01712735 0.01683529 0.0135902 ],67.0,184.bmp,62.53711700439453,-4.462882995605469
0.5331892211580538,[0.03003271 0.02032042 0.02065376 ... 0.02421514 0.00773989 0.02073732],56.46994535519126,185.bmp,55.9367561340332,-0.5331892211580538
1.8962337787334747,[0.00364988 0.01515073 0.01344114 ... 0.01349794 0.01751678 0.02127174],49.80769230769231,186.bmp,51.70392608642578,1.8962337787334747
28.35504482103431,[0.01188358 0.01411207 0.01134349 ... 0.0327341  0.02078731 0.02146001],28.71195652173913,187.bmp,57.06700134277344,28.35504482103431
14.42702096046051,[0.03402991 0.04160944 0.0086723  ... 0.03670329 0.01632956 0.02077785],28.959537572254334,188.bmp,43.386558532714844,14.42702096046051
7.085602709042128,[0.01640426 0.02884829 0.01195163 ... 0.01808484 0.01787033 0.01482117],46.053763440860216,189.bmp,53.139366149902344,7.085602709042128
12.675680421089211,[0.01394905 0.02441419 0.03335468 ... 0.0111378  0.01971642 0.01936771],64.55191256830601,18.bmp,51.8762321472168,-12.675680421089211
10.18694375448181,[0.01921824 0.01221826 0.01286104 ... 0.02601488 0.00886502 0.02197056],31.729468599033815,190.bmp,41.916412353515625,10.18694375448181
2.774989311141198,[0.01379112 0.03047146 0.02089349 ... 0.03450821 0.01008776 0.02095567],46.474747474747474,191.bmp,49.24973678588867,2.774989311141198
18.347503871708128,[0.02884712 0.02043392 0.01161162 ... 0.02169262 0.02230621 0.02315554],35.48351648351648,192.bmp,53.83102035522461,18.347503871708128
23.4237467224835,[0.02215998 0.02326356 0.01471669 ... 0.01376218 0.01592541 0.01977231],74.6608187134503,193.bmp,51.2370719909668,-23.4237467224835
21.814992268880207,[0.02189306 0.02994801 0.01001916 ... 0.03874948 0.00915223 0.02493727],26.666666666666668,194.bmp,48.481658935546875,21.814992268880207
10.830365612732237,[0.02102348 0.02534397 0.02115393 ... 0.01467563 0.02088407 0.02305166],69.18407960199005,195.bmp,58.35371398925781,-10.830365612732237
4.080057101779516,[0.02942344 0.02887721 0.00847745 ... 0.01947305 0.02318224 0.02098774],61.78888888888889,196.bmp,57.708831787109375,-4.080057101779516
12.718986780503215,[0.03088039 0.04668284 0.02471254 ... 0.02201161 0.02200908 0.01786129],55.48235294117647,197.bmp,68.20133972167969,12.718986780503215
17.249647995521286,[0.01715615 0.02343719 0.00857165 ... 0.02258708 0.0091671  0.02128409],78.51724137931035,198.bmp,61.26759338378906,-17.249647995521286
5.278979040390951,[0.02726909 0.01421558 0.00768933 ... 0.01354853 0.01600935 0.01894191],66.2122905027933,199.bmp,60.933311462402344,-5.278979040390951
16.06866463949514,[0.02130693 0.0218707  0.02478636 ... 0.03021839 0.01253846 0.02205658],30.936046511627907,19.bmp,47.00471115112305,16.06866463949514
24.130046415013194,[0.01982233 0.0146432  0.00606653 ... 0.04636919 0.0116843  0.02349675],9.139072847682119,200.bmp,33.26911926269531,24.130046415013194
13.861343383789062,[0.01024793 0.0184059  0.05619304 ... 0.01474152 0.02578515 0.02040321],49.5,201.bmp,63.36134338378906,13.861343383789062
18.629547581528172,[0.0233217  0.01712799 0.01266383 ... 0.04393838 0.01557843 0.0214627 ],24.515151515151516,202.bmp,43.14469909667969,18.629547581528172
10.088632551651429,[0.01420561 0.0153883  0.00501032 ... 0.01964269 0.00959539 0.01881768],50.99441340782123,203.bmp,61.083045959472656,10.088632551651429
10.62029526873333,[0.0161895  0.01981502 0.02833489 ... 0.01825224 0.01530214 0.01501048],75.48170731707317,204.bmp,64.86141204833984,-10.62029526873333
11.422553928419092,[0.02331845 0.01254235 0.02457309 ... 0.01511116 0.01958434 0.01733717],77.95977011494253,205.bmp,66.53721618652344,-11.422553928419092
5.7771273526278435,[0.02388387 0.02898687 0.03469823 ... 0.01332752 0.02103364 0.02016523],72.5909090909091,206.bmp,66.81378173828125,-5.7771273526278435
5.041298996061968,[0.0226829  0.02494074 0.0270349  ... 0.02693621 0.01881379 0.02019564],43.66863905325444,207.bmp,48.709938049316406,5.041298996061968
5.027581842934211,[0.00914845 0.02037276 0.02189044 ... 0.04004432 0.01040548 0.02001082],53.84146341463415,208.bmp,58.86904525756836,5.027581842934211
0.34655247178188375,[0.01708231 0.04765741 0.02900263 ... 0.01933325 0.01470306 0.02111409],52.2906976744186,209.bmp,51.94414520263672,-0.34655247178188375
13.587664286295578,[0.02234701 0.01634371 0.01620879 ... 0.01439269 0.01659106 0.02079995],76.38541666666667,20.bmp,62.797752380371094,-13.587664286295578
8.512262886448909,[0.02691953 0.02655838 0.01040138 ... 0.01612877 0.01444895 0.02076927],70.5421052631579,210.bmp,62.029842376708984,-8.512262886448909
13.945247738860374,[0.02758422 0.02454575 0.01013863 ... 0.015897   0.01418717 0.02689187],42.68604651162791,211.bmp,56.63129425048828,13.945247738860374
1.0026674818718604,[0.01725829 0.01843837 0.02069902 ... 0.02840984 0.01628268 0.02111593],61.71264367816092,212.bmp,60.70997619628906,-1.0026674818718604
17.804786657985254,[0.01049726 0.01712078 0.01914272 ... 0.05233332 0.01428531 0.02444959],13.113924050632912,213.bmp,30.918710708618164,17.804786657985254
13.87189144558377,[0.03556138 0.03035809 0.01281029 ... 0.01834592 0.01755393 0.01768385],73.11111111111111,214.bmp,59.239219665527344,-13.87189144558377
2.8417639084804236,[0.02129017 0.03001564 0.00782825 ... 0.02517565 0.01247309 0.02374886],57.19135802469136,215.bmp,54.34959411621094,-2.8417639084804236
15.358051347143856,[0.03108382 0.02510032 0.02403345 ... 0.02525088 0.02948909 0.01910817],75.17901234567901,216.bmp,59.820960998535156,-15.358051347143856
4.038383062631809,[0.02012408 0.01574724 0.04927563 ... 0.01570681 0.02214857 0.00992686],68.14723926380368,217.bmp,64.10885620117188,-4.038383062631809
14.840884592341283,[0.0169077  0.02028479 0.00701348 ... 0.02115911 0.0068621  0.02102654],67.98850574712644,218.bmp,53.147621154785156,-14.840884592341283
1.7407899095832988,[0.03350648 0.03560172 0.00736492 ... 0.03100366 0.00697743 0.02255304],48.80346820809248,219.bmp,50.54425811767578,1.7407899095832988
5.32102954510561,[0.03099604 0.02294467 0.0087509  ... 0.01856517 0.01898791 0.02018469],53.02061855670103,21.bmp,58.34164810180664,5.32102954510561
10.461411622404327,[0.03385164 0.02233094 0.0180905  ... 0.02022623 0.01204065 0.02239403],67.28220858895706,220.bmp,56.820796966552734,-10.461411622404327
27.548007859709514,[0.03089543 0.01647542 0.0128389  ... 0.01708786 0.01480893 0.02067904],84.16022099447514,221.bmp,56.612213134765625,-27.548007859709514
3.7055831829290753,[0.01227838 0.03166577 0.03397549 ... 0.01768871 0.02030708 0.01991516],59.2565445026178,222.bmp,62.962127685546875,3.7055831829290753
9.363523445382029,[0.01282781 0.02636479 0.00985174 ... 0.01958449 0.02715617 0.02350434],68.3112582781457,223.bmp,58.94773483276367,-9.363523445382029
25.751262827122467,[0.01647486 0.02491576 0.01200049 ... 0.0131225  0.03057333 0.01471689],14.638297872340425,224.bmp,40.38956069946289,25.751262827122467
5.963066908892458,[0.02429486 0.03602028 0.01175915 ... 0.0262404  0.01109515 0.02112275],64.05294117647058,225.bmp,58.089874267578125,-5.963066908892458
1.3340395953204194,[0.02027715 0.01127578 0.01437688 ... 0.02998554 0.01188412 0.0140517 ],49.475675675675674,226.bmp,50.809715270996094,1.3340395953204194
8.579649763497699,[0.03762812 0.03057367 0.00720568 ... 0.02193485 0.02217824 0.0214133 ],72.70760233918129,227.bmp,64.1279525756836,-8.579649763497699
12.596044921874999,[0.0315603  0.02447276 0.0079348  ... 0.02301978 0.01211327 0.02341912],41.1,228.bmp,53.696044921875,12.596044921874999
10.750708262125649,[0.02800264 0.0096591  0.00938746 ... 0.03168974 0.01553059 0.01661706],57.666666666666664,229.bmp,46.915958404541016,-10.750708262125649
2.9640655517578125,[0.01731765 0.03123405 0.04091814 ... 0.01262532 0.0200875  0.02112792],52.0,22.bmp,54.96406555175781,2.9640655517578125
11.385029935288706,[0.00912458 0.01075287 0.01339473 ... 0.02679971 0.00821032 0.02398602],43.247126436781606,230.bmp,54.63215637207031,11.385029935288706
4.806054841047562,[0.02359756 0.01095013 0.0195746  ... 0.02303775 0.01281661 0.02061092],45.37106918238994,231.bmp,50.1771240234375,4.806054841047562
16.200838739472317,[0.00921972 0.01130685 0.01067295 ... 0.01216924 0.01862834 0.01920952],81.76878612716763,232.bmp,65.56794738769531,-16.200838739472317
21.332936689588763,[0.02655893 0.0258069  0.02202512 ... 0.01623213 0.01847003 0.02345783],81.25555555555556,233.bmp,59.9226188659668,-21.332936689588763
0.14240029220181327,[0.01239947 0.02785824 0.03319287 ... 0.01444939 0.01885246 0.02103085],64.68062827225131,234.bmp,64.82302856445312,0.14240029220181327
1.4649926162347526,[0.02795876 0.0268909  0.0138724  ... 0.04885872 0.0136295  0.02090205],53.15243902439025,235.bmp,54.617431640625,1.4649926162347526
17.193050837112686,[0.01561674 0.0201591  0.00692555 ... 0.03300396 0.01224211 0.02164844],30.983050847457626,236.bmp,48.17610168457031,17.193050837112686
8.035605147078229,[0.03024314 0.01483948 0.02328552 ... 0.01784991 0.01641778 0.01386568],68.82432432432432,237.bmp,60.788719177246094,-8.035605147078229
1.0198155785821825,[0.0280998  0.02067591 0.0102223  ... 0.02236335 0.0104678  0.02291702],59.031847133757964,238.bmp,58.01203155517578,-1.0198155785821825
42.49490813471845,[0.00583823 0.01586932 0.01782854 ... 0.01561582 0.01720589 0.02033576],3.497584541062802,239.bmp,45.99249267578125,42.49490813471845
16.977846169773542,[0.03224408 0.0186867  0.02588101 ... 0.01857417 0.02074951 0.01956038],77.11392405063292,23.bmp,60.136077880859375,-16.977846169773542
4.775018615722658,[0.01929347 0.01804528 0.01436814 ... 0.01173474 0.01218567 0.02186353],53.08,240.bmp,57.855018615722656,4.775018615722658
4.212138366699222,[0.02272324 0.01604279 0.01923895 ... 0.01898112 0.01252657 0.02246061],59.45,241.bmp,55.23786163330078,-4.212138366699222
11.312376208183096,[0.02002497 0.02477871 0.03383038 ... 0.02450619 0.02130919 0.02934414],43.88205128205128,242.bmp,55.194427490234375,11.312376208183096
22.58987252506209,[0.01197859 0.01096356 0.0220216  ... 0.02619467 0.01665088 0.02244438],34.123456790123456,243.bmp,56.71332931518555,22.58987252506209
6.510205042844561,[0.01962108 0.02302421 0.02254316 ... 0.01924358 0.01041274 0.02665658],56.445086705202314,244.bmp,62.955291748046875,6.510205042844561
31.959243080832742,[0.01205375 0.0549517  0.03889987 ... 0.01966564 0.01791431 0.01914508],10.727272727272727,245.bmp,42.68651580810547,31.959243080832742
6.032000751030154,[0.02718934 0.02356442 0.01723348 ... 0.02691142 0.01760696 0.02282556],52.03048780487805,246.bmp,58.0624885559082,6.032000751030154
22.69913408177844,[0.02031478 0.03591133 0.03035351 ... 0.01688811 0.0165015  0.02422294],74.27218934911242,247.bmp,51.573055267333984,-22.69913408177844
16.927279991439633,[0.00806309 0.01630792 0.03236691 ... 0.01645801 0.02048411 0.0174084 ],74.9493670886076,248.bmp,58.02208709716797,-16.927279991439633
13.666670426078468,[0.01497519 0.02061141 0.01051449 ... 0.01473796 0.01354955 0.01980887],73.18478260869566,249.bmp,59.51811218261719,-13.666670426078468
8.722195297321946,[0.02379397 0.03595611 0.00771611 ... 0.03058669 0.01375652 0.02095637],35.835978835978835,24.bmp,44.55817413330078,8.722195297321946
5.158072750871355,[0.0049242  0.01179725 0.01577613 ... 0.01781835 0.00819089 0.01899099],50.574585635359114,250.bmp,55.73265838623047,5.158072750871355
0.9688969487729295,[0.02854916 0.02681107 0.01815744 ... 0.02470815 0.01595757 0.02398028],61.77717391304348,251.bmp,62.746070861816406,0.9688969487729295
14.83849212269724,[0.02062454 0.0309719  0.01808328 ... 0.02718495 0.02011176 0.02063293],39.15432098765432,252.bmp,53.99281311035156,14.83849212269724
13.362941024327043,[0.00880731 0.01763598 0.02052155 ... 0.02933028 0.01679922 0.02265283],46.70792079207921,253.bmp,60.07086181640625,13.362941024327043
1.7620289611816418,[0.03730952 0.03181513 0.00469137 ... 0.02512874 0.0176018  0.02391944],48.78,254.bmp,47.01797103881836,-1.7620289611816418
1.7051357423639004,[0.02011879 0.02204343 0.01027866 ... 0.0109478  0.02305324 0.01429085],57.24277456647399,255.bmp,58.94791030883789,1.7051357423639004
1.4434003725156686,[0.01676746 0.01762917 0.014038   ... 0.00963906 0.01695438 0.02219502],70.32417582417582,256.bmp,68.88077545166016,-1.4434003725156686
10.375485859945144,[0.01599034 0.01001504 0.0214778  ... 0.01637376 0.01876669 0.01425327],71.79640718562874,257.bmp,61.420921325683594,-10.375485859945144
1.88572774907594,[0.01746719 0.01425408 0.00576004 ... 0.02184611 0.01164257 0.01999025],68.36021505376344,258.bmp,66.4744873046875,-1.88572774907594
3.0526609874906967,[0.02618993 0.03076585 0.01261884 ... 0.02246208 0.02356946 0.01837321],61.61309523809524,259.bmp,64.66575622558594,3.0526609874906967
4.466090776766947,[0.0150219  0.02482207 0.03327128 ... 0.01427872 0.0154121  0.02460326],71.90058479532163,25.bmp,67.43449401855469,-4.466090776766947
9.436788518378073,[0.01896147 0.02858936 0.01693206 ... 0.01861555 0.01349178 0.02818152],49.090425531914896,260.bmp,58.52721405029297,9.436788518378073
